"id","symbol"
1140,"CMS2C"
1140,"CHRNB1"
1140,"ACHRB"
1140,"CMS2A"
1140,"SCCMS"
1140,"CMS1D"
114026,"ZNF657"
114026,"ZIM3"
114034,"TOE1"
114034,"TOE-1"
114034,"PCH7"
114034,"hCaf1z"
114036,"LINC00310"
114038,"LINC00313"
114041,"B3GALT5-AS1"
114042,"LINC00334"
114043,"TSPEAR-AS2"
114044,"MCM3AP-AS1"
114049,"WBSCR22"
114049,"PP3381"
114049,"HUSSY-3"
114049,"HASJ4442"
114049,"BUD23"
114049,"WBMT"
114049,"MERM1"
114088,"SPRING"
114088,"TRIM9"
114088,"RNF91"
1141,"CHRNB2"
1141,"nAChRB2"
1141,"EFNL3"
114108587,"ATF7-NPFF"
114112,"TXNRD3IT1"
114112,"TXNRD3NT1"
114112,"TR2IT1"
114112,"TR2IT1"
114112,"TR2"
114112,"TGR"
114112,"TRXR3"
114112,"TXNRD3IT1"
114112,"TXNRD3"
114112,"TR2"
114112,"TXNRD3NT1"
114112,"TRXR3"
114112,"TGR"
114118903,"ARHGAP11A-SCG5"
114131,"UCNIII"
114131,"SPC"
114131,"SCP"
114131,"UCN3"
114132,"SIGLEC11"
114134,"SLC2A13"
114134,"HMIT"
114182,"FAM8A6P"
114184,"SIGLEC18P"
114185,"SIGLEC26P"
114186,"SIGLEC27P"
114187,"SIGLEC28P"
114188,"SIGLEC29P"
114189,"SIGLEC31P"
114190,"SIGLEC30P"
114191,"SIGLEC19P"
114192,"SIGLEC20P"
114194,"SIGLEC21P"
114195,"SIGLEC22P"
1142,"CHRNB3"
114294,"LACTB"
114294,"MRPL56"
114294,"G24"
114299,"PALM2"
1143,"CHRNB4"
114327,"EJM"
114327,"EJM1"
114327,"POC9"
114327,"EFHC1"
114327,"dJ304B14.2"
114327,"RIB72"
114335,"CGB1"
114336,"CGB2"
1144,"CMS3A"
1144,"CMS2A"
1144,"CMS3B"
1144,"SCCMS"
1144,"CHRND"
1144,"ACHRD"
1144,"FCCMS"
1144,"CMS3C"
114483833,"H2BE1"
114483833,"H2BK1"
114483834,"ABCF2-H2BK1"
114483834,"ABCF2-H2BE1"
1145,"FIMG"
1145,"ACHRE"
1145,"CMS2A"
1145,"FIMG1"
1145,"CHRNE"
1145,"CMS4A"
1145,"MGI"
1145,"FIM1"
1145,"CMS1D"
1145,"CMS4C"
1145,"CMS1E"
1145,"SCCMS"
1145,"CMS1A1"
1145,"CMS4B"
1145,"FCCMS"
114515518,"CCDC201"
114548,"CLR1.1"
114548,"PYPAF1"
114548,"CIAS1"
114548,"KEFH"
114548,"MWS"
114548,"AII"
114548,"DFNA34"
114548,"FCAS1"
114548,"C1orf7"
114548,"NALP3"
114548,"FCU"
114548,"AGTAVPRL"
114548,"FCAS"
114548,"NLRP3"
114569,"MAL2"
114571,"OAT7"
114571,"OAT4"
114571,"ust3"
114571,"HOAT4"
114571,"UST3H"
114571,"SLC22A9"
114599,"SNORD15B"
1146,"ACHRG"
1146,"CHRNG"
114609,"Mal"
114609,"TIRAP"
114609,"MyD88-2"
114609,"BACTS1"
114609,"wyatt"
114614,"MIR155HG"
114625,"ERMAP"
114625,"SC"
114625,"PRO2801"
114625,"BTN5"
114625,"RD"
114657,"COX7BP1"
114659,"LRRC37"
114659,"LRRC37B"
1147,"IKK-alpha"
1147,"IKK1"
1147,"CHUK"
1147,"IKBKA"
1147,"BPS2"
1147,"NFKBIKA"
1147,"TCF16"
1147,"IKKA"
114757,"CYGB"
114757,"HGB"
114757,"STAP"
114758,"CSPG4P1Y"
114760,"TTTY3"
114761,"TTTY4"
114769,"LLID-114769"
114769,"PSEUDO-ICE"
114769,"CARD16"
114769,"COP1"
114769,"COP"
114770,"PGLYRPL"
114770,"tagL-alpha"
114770,"PGRPL"
114770,"tagl-beta"
114770,"PGRP-L"
114770,"TAGL-like"
114770,"HMFT0141"
114770,"tagL"
114770,"PGLYRP2"
114771,"PGRP-Ialpha"
114771,"PGRPIA"
114771,"PGLYRPIalpha"
114771,"PGLYRP3"
114780,"PKD1L2"
114780,"PC1L2"
114781,"dJ322I12.1"
114781,"BTBD9"
114783,"PPP1R101"
114783,"TYKLM3"
114783,"LMTK3"
114783,"LMR3"
114784,"dJ947L8.1"
114784,"dJ1007G16.1"
114784,"CSMD2"
114784,"dJ1007G16.2"
114785,"MBD6"
114786,"XKR4"
114786,"hXKR4"
114786,"XRG4"
114787,"GPRIN1"
114788,"CSMD3"
114789,"SCAMC2"
114789,"MCSC"
114789,"PCSCL"
114789,"SLC25A25"
114789,"SCAMC-2"
114790,"STK11IP"
114790,"STK11IP1"
114790,"LIP1"
114790,"LKB1IP"
114791,"GCP5"
114791,"TUBGCP5"
114792,"KIAA1900"
114792,"BKLHD5"
114792,"UG0030H05"
114792,"dJ21F7.1"
114792,"KLHL32"
114793,"FMNL2"
114793,"FHOD2"
114794,"ELFN2"
114794,"PPP1R29"
114794,"LRRC62"
114795,"TMEM132B"
114796,"PSMG3-AS1"
114798,"TTM"
114798,"LRRC12"
114798,"SLITRK1"
114799,"A930014I12Rik"
114799,"ECO1"
114799,"ESO1"
114799,"ESCO1"
114799,"CTF"
114799,"EFO1"
114800,"CCDC85A"
114801,"TMEM200A"
114801,"TTMC"
114801,"KIAA1913"
114801,"TTMA"
114803,"BMFS4"
114803,"2A-DUB"
114803,"2ADUB"
114803,"MYSM1"
114804,"RNF157"
114805,"GalNAc-T13"
114805,"GALNT13"
114814,"GNRHR2"
114815,"hSorCS"
114815,"SORCS1"
114817,"CSPG4P5"
114818,"KLHL29"
114818,"KBTBD9"
114819,"CROCCP3"
114821,"ZNF305P2"
114821,"SCAND3"
114821,"FAM200D"
114821,"ZBED9"
114821,"Buster4"
114821,"dJ1186N24.3"
114821,"ZNF452"
114821,"ZFP38-L"
114822,"ODF5"
114822,"RHOPHILIN"
114822,"RHPN1"
114822,"RHPN"
114823,"LENG8"
114823,"pp13842"
114824,"PNMA5"
114825,"PWWP2A"
114825,"MST101"
114826,"ZMYND21"
114826,"SMYD4"
114827,"FHAD1"
114836,"SF2000"
114836,"KALI"
114836,"Ly108"
114836,"KALIb"
114836,"SLAMF6"
114836,"NTB-A"
114836,"NTBA"
114836,"CD352"
114841037,"CIMIP3"
114841037,"GUCA1ANB"
114876,"OSBPL1A"
114876,"ORP-1"
114876,"ORP1"
114876,"OSBPL1B"
114879,"ORP5"
114879,"OBPH1"
114879,"OSBPL5"
114880,"OSBPL6"
114880,"ORP6"
114881,"ORP7"
114881,"OSBPL7"
114882,"ORP8"
114882,"OSBPL8"
114882,"MST120"
114882,"OSBP10"
114882,"MSTP120"
114883,"OSBPL9"
114883,"ORP9"
114883,"ORP-9"
114884,"OSBP9"
114884,"ORP10"
114884,"OSBPL10"
114885,"TCCCIA00292"
114885,"ORP-11"
114885,"OSBPL11"
114885,"OSBP12"
114885,"ORP11"
114897,"CTRP1"
114897,"C1QTNF1"
114897,"ZSIG37"
114898,"zacrp2"
114898,"C1QTNF2"
114898,"CTRP2"
114899,"C1QTNF3"
114899,"CTRP3"
114899,"CORCS"
114899,"CORS-26"
114899,"CORS"
114899,"CORS26"
114899,"C1ATNF3"
1149,"CIDE-A"
1149,"CIDEA"
114900,"C1QTNF4"
114900,"CTRP4"
114900,"ZACRP4"
114902,"CTRP5"
114902,"C1QTNF5"
114904,"CTFP6"
114904,"ZACRP6"
114904,"C1QTNF6"
114904,"CTRP6"
114905,"C1QTNF7"
114905,"CTRP7"
114905,"ZACRP7"
114907,"Fbx32"
114907,"FBXO32"
114907,"MAFbx"
114908,"PORIMIN"
114908,"TMEM123"
114908,"PORMIN"
114908,"KCT3"
114915,"EPB41L4A-AS1"
114926,"C8orf40"
114926,"SMIM19"
114928,"GASP2"
114928,"GPRASP2"
114928,"DFNX7"
114932,"MRFAP1L1"
114932,"PP784"
114960,"TSGA13"
114971,"MOSP"
114971,"PNAS-129"
114971,"PTPMT1"
114971,"PLIP"
114984,"FLYWCH2"
114987,"WDR31"
114990,"SLITL2"
114990,"VASN"
114991,"NEDD10"
114991,"FP13169"
114991,"ZNF618"
115,"AC9"
115,"ACIX"
115,"ADCY9"
115004,"h-cGAS"
115004,"MB21D1"
115004,"CGAS"
115004,"C6orf150"
115019,"SLC26A9"
115024,"CNIIIL"
115024,"NT5C3L"
115024,"NT5C3B"
115024,"cN-IIIB"
115072896,"SLCO1B3-SLCO1B7"
115072896,"LST-3TM12"
115072896,"OATP1B3-1B7"
115098,"oxs1"
115098,"CCDC124"
115098,"Lso2"
115106,"HEI-C"
115106,"HEIC"
115106,"CCDC5"
115106,"HAUS1"
115106,"HsT1461"
115111,"SLC26A7"
115111,"SUT2"
115123,"MARCH-III"
115123,"RNF173"
115123,"MARCH3"
115123,"MARCHF3"
115196,"ZNF554"
1152,"HEL-S-29"
1152,"B-CK"
1152,"BCK"
1152,"CPK-B"
1152,"CKBB"
1152,"CKB"
1152,"HEL-211"
115201,"AUTL2"
115201,"HsAPG4A"
115201,"APG4A"
115201,"ATG4A"
115207,"KCTD12"
115207,"PFET1"
115207,"PFETIN"
115207,"C13orf2"
115209,"peptidase"
115209,"MPRP1"
115209,"ZMPOMA1"
115209,"MPRP-1"
115209,"OMA1"
115209,"YKR087C"
115209,"2010001O09Rik"
115253422,"DUS4L-BCAP29"
115265,"REDD2"
115265,"Rtp801L"
115265,"DDIT4L"
115273,"RAB42"
115286,"COXPD28"
115286,"SAMC"
115286,"SLC25A26"
115290,"FBXO17"
115290,"Fbx17"
115290,"FBXO26"
115290,"FBX26"
115290,"FBG4"
115294,"PCMTD1"
1153,"CIRP"
1153,"CIRBP"
115330,"GPR146"
115330,"PGR8"
115350,"IFGP1"
115350,"FCRL1"
115350,"FCRH1"
115350,"CD307a"
115350,"IRTA5"
115352,"FCRL3"
115352,"MAIA"
115352,"IRTA3"
115352,"FCRH3"
115352,"CD307c"
115352,"SPAP2"
115352,"IFGP3"
115353,"LRRC42"
115353,"dJ167A19.4"
115361,"GBP4"
115361,"Mpa2"
115362,"GBP5"
115362,"GBP-5"
115399,"CILD39"
115399,"LRRC56"
115399,"DNAAF12"
1154,"BACTS2"
1154,"CISH"
1154,"SOCS"
1154,"G18"
1154,"CIS"
1154,"CIS-1"
115416,"mtRsfA"
115416,"MALSU1"
115416,"C7orf30"
115426,"URF2"
115426,"UHRF2"
115426,"NIRF"
115426,"TDRD23"
115426,"RNF107"
115482686,"H2AL3"
115482686,"H2A.L.3"
115482686,"H2AL1RP"
1155,"CKAPI"
1155,"CG22"
1155,"TBCB"
1155,"CKAP1"
115509,"ZNF689"
115509,"TIPUH1"
115548,"FCHO2"
115557,"ARHGEF25"
115557,"GEFT"
115557,"p63RhoGEF"
115560,"ZNF52"
115560,"ZNF501"
115560,"ZNF"
115572,"FAM46B"
115572,"FAM46"
115572,"TENT5B"
115584,"RKST1"
115584,"SLC5A11"
115584,"SMIT2"
115584,"SGLT6"
115584,"KST1"
115650,"BROMIX"
115650,"BAFF-R"
115650,"CVID4"
115650,"TNFRSF13C"
115650,"prolixin"
115650,"CD268"
115650,"BAFFR"
115653,"KIRC1"
115653,"CD158Z"
115653,"KIR3DL3"
115653,"KIR3DL7"
115653,"KIR44"
115677,"DaIP2"
115677,"NOSTRIN"
115694671,"LINC01297"
1157,"CKBP1"
115701,"ALPK2"
115701,"HAK"
115703,"SNX26"
115703,"NOMA-GAP"
115703,"TCGAP"
115703,"ARHGAP33"
115704,"EVI5L"
115708,"Gcd14p"
115708,"hTRM61"
115708,"TRM61"
115708,"GCD14"
115708,"C14orf172"
115708,"TRMT61A"
115727,"RASGRP4"
115749,"C12orf56"
115752,"DIS3L"
115752,"DIS3L1"
115761,"ARL11"
115761,"ARLTS1"
115795,"FANCD2OS"
115795,"C3orf24"
1158,"CKM"
1158,"M-CK"
1158,"CPK-M"
1158,"CKMM"
115811,"CFAP84"
115811,"DRC10"
115811,"IQCD"
115811,"4933433C09Rik"
115817,"SDR19C1"
115817,"DHRS1"
115825,"WDFY2"
115825,"PROF"
115825,"ZFYVE22"
115825,"WDF2"
115827,"RAB3C"
115861,"NXNL1"
115861,"RDCVF"
115861,"TXNL6"
1159,"CKMT"
1159,"CKMT1"
1159,"UMTCK"
1159,"CKMT1B"
115908,"CTHRC1"
115939,"C16orf42"
115939,"TSR3"
115939,"HsTsr3"
115948,"ODA10"
115948,"ODAD3"
115948,"CCDC151"
115948,"CILD30"
115950,"E430039K05Rik"
115950,"ZIP67"
115950,"ZNF653"
115992,"RNF166"
116,"PACAP"
116,"ADCYAP1"
1160,"SMTCK"
1160,"CKMT2"
116028,"C16orf75"
116028,"BLAP18"
116028,"RMI2"
116033993,"FOXL3"
116039,"OSR2"
116064,"LRRC58"
116068,"LYSMD3"
116071,"SARI"
116071,"BATF2"
116085,"URAT1"
116085,"UAT"
116085,"SLC22A12"
116085,"hURAT1"
116085,"RST"
116085,"OAT4L"
116092,"Tdif1"
116092,"dJ447F3.4"
116092,"C20orf167"
116092,"DNTTIP1"
116093,"DIRC1"
1161,"UVSS2"
1161,"ERCC8"
1161,"CSA"
1161,"CKN1"
116113,"hFKHLA"
116113,"FOXP4"
116115,"DENNED"
116115,"ZNF526"
116123,"FMO9P"
116135,"LRP15"
116135,"LRRC3B"
116138,"dJ20C7.3"
116138,"PEAS"
116138,"KLHDC3"
116143,"WDR92"
116143,"DNAAF10"
116149,"RPL12P4"
116150,"C6orf68"
116150,"MGC:7199"
116150,"CDG1AA"
116150,"MRD55"
116150,"TANGO14"
116150,"NUS1"
116150,"NgBR"
116151,"FAM210B"
116151,"C20orf108"
116151,"5A3"
116151,"dJ1167H4.1"
116154,"PPP1R123"
116154,"SCAPININ"
116154,"PHACTR3"
116154,"C20orf101"
116154,"SCAPIN1"
116154,"H17739"
116159,"C21orf95"
116159,"CYYR1"
116173,"CMTM5"
116173,"CKLFSF5"
116179,"TGMZ"
116179,"TGM7"
116211,"TM4SF19"
116211,"OCTM4"
116224,"PABIR1"
116224,"FAM122A"
116224,"C9orf42"
116225,"MIZIP"
116225,"ZMYND19"
116228,"FAM36A"
116228,"MC4DN11"
116228,"COX20"
116236,"ABHD15"
116238,"TLCD1"
116254,"C6orf72"
116254,"GINM1"
116255,"MOGAT1"
116255,"DGAT2L1"
116255,"DGAT2L"
116285,"BUCS1"
116285,"ACSM1"
116285,"MACS1"
1163,"ckshs1"
1163,"PNAS-18"
1163,"PNAS-16"
1163,"CKS1"
1163,"CKS1B"
116328,"VEST-1"
116328,"VEST1"
116328,"C8orf34"
116337,"PANX3"
116337,"PX3"
116349,"EXOC3-AS1"
116362,"RBP7"
116362,"CRBP4"
116362,"CRBPIV"
116362,"CRABP4"
116369,"TAT1"
116369,"AZON"
116369,"SPGF3"
116369,"SLC26A8"
116372,"LYPD1"
116372,"LYPDC1"
116372,"PHTS"
116379,"CRF2X"
116379,"IL-22BP"
116379,"IL22RA2"
116379,"IL-22RA2"
116379,"ZCYTOR16"
116379,"CRF2-S1"
116379,"CRF2-10"
116379,"IL-22R-alpha-2"
1164,"CKSHS2"
1164,"CKS2"
116412,"ZNF837"
116437,"LINC01257"
116441,"TM4SF18"
116441,"L6D"
116442,"RAB39B"
116442,"WSMN"
116442,"MRX72"
116442,"XLID72"
116442,"BGMR"
116442,"WSN"
116443,"GluN3A"
116443,"NMDAR-L"
116443,"NMDAR3A"
116443,"NR3A"
116443,"GRIN3A"
116444,"GRIN3B"
116444,"NR3B"
116444,"GluN3B"
116447,"TOP1MT"
116448,"BHLHB6"
116448,"OLIG1"
116448,"BHLHE21"
116449,"MIST"
116449,"CLNK"
116461,"sen15"
116461,"C1orf19"
116461,"PCH2F"
116461,"TSEN15"
116496,"C1orf24"
116496,"NIBAN1"
116496,"FAM129A"
116496,"NIBAN"
116496,"GIG39"
116511,"dJ994E9.2"
116511,"MAS1L"
116511,"MRG"
116511,"MAS-L"
116512,"TGR7"
116512,"MRGPRD"
116512,"MRGD"
116519,"APOAV"
116519,"RAP3"
116519,"APOA5"
116534,"MRGE"
116534,"MGRF"
116534,"GPR167"
116534,"MRGPRE"
116535,"GPR168"
116535,"GPR140"
116535,"RTA"
116535,"MRGF"
116535,"MRGPRF"
116540,"MRPL53"
116540,"L53MT"
116541,"MRPL54"
116541,"L54mt"
116541,"MRP-L54"
116729,"DYSFIP1"
116729,"PPP1R27"
116730,"RPL37P2"
116804918,"TBCEL-TECTA"
116809,"RPL38P1"
116828,"N4BP2L2-IT2"
116832,"RPL39L1"
116832,"L39-2"
116832,"RPL39L"
116835,"C20orf60"
116835,"HSPA12B"
116840,"LIP8"
116840,"PP1221"
116840,"CNTROB"
116841,"SNAP-47"
116841,"HEL-S-290"
116841,"SNAP47"
116841,"HEL170"
116841,"C1orf142"
116841,"ESFI5812"
116841,"SVAP1"
116842,"LEAP-2"
116842,"LEAP2"
116843,"C6orf192"
116843,"VPAT"
116843,"SLC18B1"
116843,"dJ55C23.6"
116844,"HMFT1766"
116844,"LRG1"
116844,"LRG"
116931,"MED12L"
116931,"TNRC11L"
116931,"TRALP"
116931,"TRALPUSH"
116931,"NOPAR"
116931,"NIZIDS"
116933,"CLRN1-AS1"
116935,"RPL3P2"
116937,"SNORD83A"
116938,"SNORD83B"
116966,"WDR17"
116969,"ART5"
116969,"ARTC5"
116983,"ACAP3"
116983,"CENTB5"
116984,"ARAP2"
116984,"PARX"
116984,"CENTD1"
116985,"cnt-d2"
116985,"ARAP1"
116985,"CENTD2"
116986,"PIKE"
116986,"AGAP2"
116986,"GGAP2"
116986,"CENTG1"
116987,"GGAP1"
116987,"CENTG2"
116987,"AGAP1"
116987,"AGAP-1"
116987,"cnt-g2"
116988,"MRIP-1"
116988,"cnt-g3"
116988,"AGAP3"
116988,"AGAP-3"
116988,"CRAG"
116988,"CENTG3"
117,"PAC1"
117,"PAC1R"
117,"PACAPRI"
117,"PACAPR"
117,"ADCYAP1R1"
117134596,"FAM246C"
117134597,"FAM246B"
117134598,"FAM246A"
117143,"STAF42"
117143,"HFI1"
117143,"hADA1"
117143,"TADA1"
117143,"ADA1"
117143,"TADA1L"
117144,"CATSPER1"
117144,"SPGF7"
117144,"CATSPER"
117145,"CTMP"
117145,"THEM4"
117151,"SLC31A1P1"
117153,"MIA2"
117154,"DACH2"
117155,"CATSPER2"
117156,"SCGB3A2"
117156,"UGRP1"
117156,"LU103"
117156,"pnSP-1"
117156,"PNSP1"
117157,"EAT2"
117157,"SH2D1B"
117159,"PIF"
117159,"HCAP"
117159,"DSEP"
117159,"AIDD"
117159,"DCD-1"
117159,"DCD"
117166,"C16orf12"
117166,"WFIKKN1"
117166,"RJD2"
117166,"WFIKKN"
117166,"WFDC20A"
117177,"RABIN8"
117177,"RABIN3"
117177,"RAB3IP"
117178,"ADIP"
117178,"hMsd1"
117178,"SSX2IP"
117194,"MRGPRX2"
117194,"MGRG3"
117194,"MRGX2"
117195,"GPCR"
117195,"MRGPRX3"
117195,"SNSR2"
117195,"MRGX3"
117195,"SNSR1"
117196,"MRGX4"
117196,"GPCR"
117196,"SNSR6"
117196,"MRGPRX4"
117245,"HRSL5"
117245,"HRASLS5"
117245,"PLAAT5"
117245,"RLP1"
117245,"HRLP5"
117245,"iNAT"
117245,"PLAAT-5"
117246,"SPB1"
117246,"EPCS3"
117246,"FTSJ3"
117247,"MCT10"
117247,"PRO0813"
117247,"TAT1"
117247,"SLC16A10"
117248,"PIH5"
117248,"GALNTL2"
117248,"GALNT15"
117248,"pp-GalNAc-T15"
117248,"GALNACT15"
117283,"IP6K3"
117283,"IHPK3"
117283,"INSP6K3"
117285,"DEFB118"
117285,"C20orf63"
117285,"DEFB-18"
117285,"ESC42"
117285,"ESP13.6"
117286,"CIB3"
117286,"KIP3"
117289,"TAGAP1"
117289,"IDDM21"
117289,"TAGAP"
117289,"FKSG15"
117289,"ARHGAP47"
1173,"AP2M1"
1173,"MRD60"
1173,"CLAPM1"
1173,"AP50"
1173,"mu2"
1174,"MEDNIK"
1174,"SIGMA1A"
1174,"EKV3"
1174,"AP19"
1174,"AP1S1"
1174,"CLAPS1"
1175,"FBHOk"
1175,"CLAPS2"
1175,"HHC3"
1175,"FBH3"
1175,"AP17"
1175,"AP2S1"
117531,"DFNA36"
117531,"DFNB11"
117531,"DFNB7"
117531,"TMC1"
117532,"C20orf145"
117532,"TMC2"
117579,"RXN3"
117579,"ZINS4"
117579,"insl7"
117579,"RLN3"
117579,"H3"
117581,"DERMO1"
117581,"bHLHa39"
117581,"FFDD3"
117581,"AMS"
117581,"TWIST2"
117581,"SETLSS"
117581,"BBRSAY"
117583,"PARD3B"
117583,"ALS2CR19"
117583,"PAR3beta"
117583,"PAR3L"
117583,"PAR3B"
117584,"RNF189"
117584,"RFFL"
117584,"CARP-2"
117584,"RNF34L"
117584,"CARP2"
117584,"RIFIFYLIN"
117584,"FRING"
1176,"CLAPS3"
1176,"Sigma3A"
1176,"AP3S1"
117608,"ZNF354B"
117608,"KID2"
1178,"CLC"
1178,"LGALS10"
1178,"LGALS10A"
1178,"GAL10"
1178,"LPPL_HUMAN"
1178,"Gal-10"
117854,"RNF89"
117854,"TRIM6"
1179,"GOB5"
1179,"CLCRG1"
1179,"hCaCC-1"
1179,"CACC1"
1179,"hCLCA1"
1179,"CACC"
1179,"CLCA1"
1179,"CaCC-1"
117981789,"SMIM42"
118,"ADD1"
118,"ADDA"
1180,"CLC1"
1180,"CLCN1"
1181,"clC-2"
1181,"ECA2"
1181,"EJM8"
1181,"HALD2"
1181,"ECA3"
1181,"EGI3"
1181,"CLCN2"
1181,"CIC-2"
1181,"LKPAT"
1181,"CLC2"
1181,"EGI11"
1181,"FHA2"
1181,"EJM6"
1181,"FHII"
1181,"EGMA"
118142757,"GUCA1ANB-GUCA1A"
1182,"NEDSBA"
1182,"NEDHYBA"
1182,"CLCN3"
1182,"CLC3"
1182,"ClC-3"
1183,"MRX49"
1183,"ClC-4"
1183,"MRXSRC"
1183,"MRX15"
1183,"CLC4"
1183,"CLCN4"
1183,"ClC-4A"
1184,"XRN"
1184,"CLCN5"
1184,"hCIC-K2"
1184,"XLRH"
1184,"DENTS"
1184,"ClC-5"
1184,"NPHL2"
1184,"CLCK2"
1184,"DENT1"
1184,"CLC5"
1184,"NPHL1"
118421,"LINC00161"
118424,"UBC6"
118424,"NCUBE-2"
118424,"PRO2121"
118424,"UBE2J2"
118424,"NCUBE2"
118425,"PCAT4"
118426,"LOH12CR1"
118426,"LOH1CR12"
118426,"BORCS5"
118427,"NOE3"
118427,"NOELIN3"
118427,"OPTIMEDIN"
118427,"OLFM3"
118429,"ISH"
118429,"HFS"
118429,"CMG-2"
118429,"CMG2"
118429,"ANTXR2"
118429,"JHF"
118430,"SBEM"
118430,"MUCL1"
118432,"RPL29P2"
118442,"KPG_005"
118442,"GPCR8"
118442,"GPR62"
118460,"hMtr3p"
118460,"MTR3"
118460,"p11"
118460,"EAP4"
118460,"EXOSC6"
118460,"Mtr3p"
118461,"C10orf71"
118461,"CEFIP"
118471,"PRO1195"
118471,"PRAP1"
118471,"UPA"
118472,"ZNF511"
118472,"Zfp511"
118487,"C10orf34"
118487,"CHCHD1"
118487,"C2360"
118487,"MRP-S37"
118490,"MSS51"
118490,"ZMYND17"
118491,"CFAP70"
118491,"SPGF41"
118491,"TTC18"
1185,"CONRIBA"
1185,"CLCN6"
1185,"CLC-6"
118568799,"ZNF593OS"
118568804,"OR4M2B"
1186,"OPTA2"
1186,"HOD"
1186,"PPP1R63"
1186,"CLCN7"
1186,"OPTB4"
1186,"CLC-7"
1186,"CLC7"
118611,"bA422P15.2"
118611,"FATS"
118611,"C10orf90"
118663,"C10orf87"
118663,"BTBD16"
118670,"FAM24A"
118672,"C10orf89"
118672,"PSTK"
1187,"CLCK1"
1187,"hClC-Ka"
1187,"CLCNKA"
1187,"ClC-K1"
118738,"ZNF488"
118788,"PIK3AP1"
118788,"BCAP"
1188,"CLCNKB"
1188,"ClC-K2"
1188,"ClC-Kb"
1188,"CLCKB"
118812,"UTA"
118812,"C10orf83"
118812,"bA548K23.4"
118812,"MORN4"
118812,"rtp"
118813,"SPG33"
118813,"ZFYVE27"
118813,"PROTRUDIN"
118856,"MMP21"
118856,"MMP-21"
118856,"HTX7"
118881,"COMTD1"
118924,"F26C11.1-like"
118924,"FRA10AC1"
118924,"NEDGFC"
118924,"C10orf4"
118924,"FRA10A"
118932,"ANKRD22"
118945,"CTSLP1"
118980,"SLC56A2"
118980,"SFXN2"
118987,"PDZK8"
118987,"IDDADF"
118987,"PDZD8"
119,"ADDB"
119,"ADD2"
119016,"AGAP4"
119016,"MRIP2"
119016,"AGAP-4"
119016,"CTGLF1"
119016,"AGAP8"
119016,"AGAP-8"
119016,"CTGLF5"
119032,"BORCS7"
119032,"C10orf32"
1191,"CLU1"
1191,"CLU"
1191,"SP-40"
1191,"KUB1"
1191,"NA1/NA2"
1191,"SGP2"
1191,"APO-J"
1191,"TRPM-2"
1191,"AAG4"
1191,"CLU2"
1191,"SGP-2"
1191,"CLI"
1191,"APOJ"
119139905,"C17orf114"
119180,"LYZD2"
119180,"LYZL2"
1192,"G6"
1192,"CL1C1"
1192,"NCC27"
1192,"CLIC1"
1192,"CLCNL1"
1193,"XAP121"
1193,"CLIC2b"
1193,"CLCNL2"
1193,"MRXS32"
1193,"CLIC2"
119358,"SNRPD2P1"
119385,"AGAP11"
119391,"GSTO_2-2"
119391,"bA127L20.1"
119391,"GSTO2"
119392,"MEI5"
119392,"MEIR5"
119392,"SFR1"
119392,"C10orf78"
119392,"bA373N18.1"
119395,"bA225H22.7"
119395,"CALHM3"
119395,"FAM26A"
119437,"CTAGE7P"
119467,"USH3AL1"
119467,"CLRN3"
119467,"TMEM12"
1195,"CLK"
1195,"CLK/STY"
1195,"STY"
1195,"CLK1"
119504,"CENP-27"
119504,"C10orf104"
119504,"APC16"
119504,"bA570G20.3"
119504,"ANAPC16"
119504,"MSAG"
119548,"PNLIPRP3"
119559,"BCRM1"
119559,"SFXN4"
119559,"COXPD18"
119559,"SLC56A4"
119587,"UNQ676"
119587,"CPXM2"
119587,"CPX2"
1196,"CLK2"
119678,"OR52E2"
119679,"OR11-32"
119679,"OR52J3"
119682,"OR11-31"
119682,"OR51L1"
119687,"OR11-27"
119687,"OR51A7"
119692,"OR11-24"
119692,"OR51S1"
119694,"OR51F2"
119694,"OR11-23"
119695,"OR11-22"
119695,"OR52R1"
119696,"OR51N1P"
119710,"HEPIS"
119710,"C11orf74"
119710,"IFTAP"
119710,"NWC"
119722,"KRT18P14"
119749,"OR4C46"
119750,"OR4C2P"
119764,"OR4X2"
119764,"OR11-105"
119765,"OR4B1"
119765,"OR11-106"
119765,"OST208"
119772,"OR52M3P"
119772,"OR11-11"
119772,"OR52M1P"
119772,"OR52M1"
119774,"OR11-7"
119774,"OR52K2"
119775,"OR52P2P"
1198,"PHCLK3"
1198,"PHCLK3/152"
1198,"CLK3"
12,"GIG25"
12,"SERPINA3"
12,"AACT"
12,"GIG24"
12,"ACT"
120,"ADD3"
120,"CPSQ3"
120,"ADDL"
1200,"SCAR7"
1200,"GIG1"
1200,"TPP1"
1200,"CLN2"
1200,"TPP-1"
1200,"LPIC"
120065,"JCG4"
120065,"JCG3"
120065,"OR5P2"
120066,"OR5P3"
120066,"JCG1"
120071,"PP5656"
120071,"LARGE2"
120071,"GYLTL1B"
1201,"CLN3"
1201,"JNCL"
1201,"BTN1"
1201,"BTS"
120103,"PAT4"
120103,"SLC36A4"
120114,"hFat3"
120114,"FAT3"
120114,"CDHR10"
120114,"CDHF15"
120126,"UBTFL2"
120146,"TRIM64"
120146,"C11orf28"
120146,"TRIM64A"
120224,"TMEM45B"
120227,"CYP2R1"
120237,"HLX1"
120237,"DBX1"
1203,"CLN5"
